beachName,siteName,collectionDate,eColi
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-05-27,4.103005098538819
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-05-27,41.161763443245235
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-05-27,156.14367410302665
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-05-28,2328.159291910401
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-05-28,36.693365939577355
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-05-28,38.07901304362468
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-05-28,19.003890477664317
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-05-28,31.61769666102895
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-05-29,5.397718970637903
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-05-29,7.158714217843925
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-05-29,14.308156638162247
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-05-29,3.032637102963234
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-05-29,1.0071656296992533
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-05-30,18.466753747441697
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-05-30,72.71848329797227
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-05-30,45.59204208315746
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-05-30,429.57126360283416
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-05-30,8.011762060303628
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-05-31,2.3226209321507816
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-05-31,7.397189254391026
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-05-31,5.382769639082958
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-05-31,3.555443598336281
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-05-31,21.493134446194645
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-01,8.66354452741506
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-01,2.7162441498966556
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-01,0.35795269856988715
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-01,1.2416520173313579
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-01,2.526163184395059
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-02,0.8308277983532465
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-02,1.1172938655102524
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-02,1.6458714960932843
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-02,7.16474765709792
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-02,48.980385643149965
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-03,16.844083886928797
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-03,4.428261417051396
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-03,0.2887629048257437
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-03,1.5807543490911913
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-03,15.21433929774793
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-04,14.592806651750394
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-04,1.0381207025741706
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-04,47.558601270889326
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-04,11.257486588549957
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-04,1.445868215265037
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-05,3.496481490117964
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-05,4.713310796724975
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-05,1.477296542265454
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-05,0.1699990535580436
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-05,31.68603286286415
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-06,30.889993696898113
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-06,2.643196826060897
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-06,85.21924249265949
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-06,4.216384177454676
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-06,6.91655221323973
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-07,11.841608754878346
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-07,8.361664637425113
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-07,2.3884382598221916
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-07,1.5116035522371287
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-07,13.12389482843327
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-08,0.3037839229375161
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-08,2.728702884542241
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-08,1.2053269212494346
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-08,11.280957080985466
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-08,65.14796603951605
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-09,8.81189996686646
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-09,7.636442771295574
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-09,35.521540915419656
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-09,6.8405305673614185
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-09,17.36045520397884
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-10,30.345080726665607
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-10,6.663412757669813
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-10,8.122236740815271
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-10,5.430992627764103
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-10,4.520742368284604
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-11,27.347276919235846
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-11,42.92729436280374
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-11,9.349276814381842
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-11,7.522113468228115
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-11,2.398176994951657
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-12,54.903090711549794
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-12,210.82286931294797
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-12,18.86513363853178
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-12,17.705191062927888
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-12,30.771693767127953
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-13,29.994324569317303
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-13,450.74066046185135
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-13,13.853137341898508
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-13,260.6911161846433
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-13,68.17024915780696
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-14,28.740974371022443
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-14,12.200397493192519
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-14,1.0547411973954104
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-14,19.6282221525426
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-14,2.709732547021793
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-15,2.5674123293197626
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-15,1.4392993200040785
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-15,6.393772070998395
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-15,0.5340791639248954
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-15,15.345304829550479
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-16,28.01787030813061
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-16,16.49132264509238
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-16,3.1049330945826803
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-16,4.799518104860094
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-16,24.35403008571234
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-17,8.371330584863108
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-17,2.450959683332855
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-17,13.915997077864933
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-17,6.405867641506293
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-17,1.947144540766941
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-18,476.66364289988235
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-18,8.314019314596166
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-18,95.38676201291162
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-18,10.878896517543797
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-18,3.830010741228468
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-19,3.0438435517829263
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-19,3.379816428562282
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-19,46.80521293660405
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-19,9.770078714724733
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-19,0.3586996316350217
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-20,1.4725292320939158
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-20,4.83145694488079
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-20,2.8313078854117695
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-20,2.9340825044811245
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-20,0.8985066322919555
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-21,2.3338733192615133
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-21,33.10756246083388
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-21,0.8858572035771987
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-21,25.21972184010299
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-21,5.939351183092765
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-22,1.7543937036388835
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-22,27.86044339142246
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-22,4.676278875598529
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-22,1.5858019517929107
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-22,4.270601502191187
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-23,0.9821656098955249
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-23,48.62025036236104
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-23,42.20999912335549
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-23,54.41849956813736
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-23,17.394964443180026
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-24,29.43895778886196
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-24,8.98760408848718
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-24,4.730788354497361
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-24,28.346370297534104
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-24,43.61849988510447
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-25,17.03581929409862
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-25,64.99053110311661
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-25,73.55843015242958
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-25,14.03003180519284
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-25,4.2076410251925305
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-26,39.176570342111205
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-26,50.11653903477071
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-26,29.370305067954202
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-26,27.59633006198405
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-26,252.4312705631879
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-27,53.21950829049978
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-27,46.04403038094563
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-27,132.2092081282095
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-27,121.36734320289919
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-27,103.21774792222281
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-28,12.831580820482339
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-28,10.006392898347094
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-28,6.74117088743294
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-28,9.70470035902984
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-28,74.6509724919021
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-29,528.9403329894761
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-29,27.347209580480257
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-29,610.940189466246
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-29,33.61990018482488
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-29,23.735990388032018
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-30,21.818046197662273
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-30,2797.7811329259694
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-30,305.5289054982444
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-30,151.17348638830742
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-30,15.826761466907485
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-01,25.296629673393856
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-01,19.228685928287693
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-01,2.0230548380721856
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-01,4.4220659900390284
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-01,40.186324727843065
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-02,254.3131269430506
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-02,10.448956268961648
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-02,12.618437807783078
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-02,409.4689089940049
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-02,2.353940045243159
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-03,60.978032012354355
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-03,7.032664019192915
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-03,207.72037933799837
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-03,15.16745394639386
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-03,131.1652561785506
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-04,39.575248538317105
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-04,547.4630988700358
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-04,161.38849385709028
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-04,6.55580977320985
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-04,87.84526368840858
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-05,175.30917052259588
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-05,414.7701790184027
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-05,133.36758237887017
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-05,530.2385826976126
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-05,12.372584231799907
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-06,15.245372237882716
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-06,64.55254781738417
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-06,57.138237485569285
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-06,675.2272770072685
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-06,86.61218222990554
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-07,20.00486895534179
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-07,72.1652825376216
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-07,3.121319148997633
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-07,113.14040127928516
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-07,108.13060018799794
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-08,
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-08,
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-08,
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-08,
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-08,
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-09,2.0737062576864336
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-09,1.2049151007849226
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-09,6.347819123207183
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-09,26.282776885416975
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-09,7.424152099687564
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-10,11.460541489237384
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-10,45.09876997212038
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-10,2.4954769062087285
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-10,10.843837928885351
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-10,38.39279501770849
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-11,166.54388525330398
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-11,112.82589500091109
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-11,13.341003774458086
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-11,43.72123074346203
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-11,38.558529984046075
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-12,266.4745870824111
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-12,24.388384115068796
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-12,15.736451295878794
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-12,244.5108716982776
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-12,124.87578475898265
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-13,8.179976234117962
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-13,13.33977220301216
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-13,12.416361261811385
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-13,10.481131773424524
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-13,478.7069356224237
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-14,130.51717404036972
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-14,252.31530547231753
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-14,1111.6892283353372
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-14,168.5353682836934
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-14,626.8225163717694
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-15,31.653804763471896
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-15,177.24409196707913
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-15,416.6283899170143
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-15,1.3648238796356345
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-15,21.757870441574532
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-16,7.357479579071862
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-16,17.918141373554853
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-16,13.187499702611499
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-16,3.346111913043504
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-16,9.245478759941733
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-17,120.26257954960334
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-17,28.264256833835223
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-17,197.85201268891166
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-17,79.02959981898697
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-17,25.62537833615257
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-18,92.15264644425206
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-18,6.459444214117168
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-18,189.94301354838467
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-18,1.2737815288285397
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-18,8.524136940849052
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-19,35.24392207048103
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-19,7.256350117208437
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-19,43.8408565769965
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-19,19.263417315422366
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-19,584.736538706949
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-20,53.676150420767804
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-20,149.5923634919045
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-20,5682.170376563543
