beachName,siteName,collectionDate,eColi
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-08,70
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-09,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-09,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-09,40
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-09,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-09,20
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-10,30
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-10,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-10,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-10,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-10,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-11,30
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-11,40
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-11,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-11,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-11,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-12,50
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-12,210
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-12,20
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-12,20
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-12,30
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-13,30
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-13,450
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-13,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-13,260
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-13,70
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-14,30
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-14,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-14,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-14,20
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-14,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-15,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-15,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-15,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-15,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-15,20
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-16,30
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-16,20
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-16,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-16,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-16,20
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-17,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-17,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-17,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-17,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-17,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-18,480
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-18,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-18,100
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-18,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-18,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-19,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-19,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-19,50
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-19,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-19,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-20,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-20,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-20,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-20,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-20,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-21,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-21,30
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-21,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-21,30
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-21,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-22,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-22,30
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-22,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-22,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-22,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-23,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-23,50
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-23,40
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-23,50
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-23,20
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-24,30
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-24,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-24,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-24,30
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-24,40
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-25,20
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-25,60
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-25,70
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-25,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-25,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-26,40
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-26,50
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-26,30
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-26,30
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-26,250
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-27,50
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-27,50
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-27,130
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-27,120
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-27,100
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-28,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-28,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-28,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-28,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-28,70
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-29,530
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-29,30
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-29,610
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-29,30
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-29,20
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-06-30,20
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-06-30,2800
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-06-30,310
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-06-30,150
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-06-30,20
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-01,30
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-01,20
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-01,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-01,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-01,40
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-02,250
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-02,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-02,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-02,410
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-02,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-03,60
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-03,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-03,210
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-03,20
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-03,130
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-04,40
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-04,550
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-04,160
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-04,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-04,90
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-05,180
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-05,410
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-05,130
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-05,530
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-05,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-06,20
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-06,60
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-06,60
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-06,680
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-06,90
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-07,20
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-07,70
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-07,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-07,110
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-07,110
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-08,
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-08,
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-08,
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-08,
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-08,
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-09,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-09,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-09,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-09,30
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-09,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-10,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-10,50
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-10,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-10,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-10,40
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-11,170
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-11,110
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-11,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-11,40
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-11,40
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-12,270
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-12,20
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-12,20
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-12,240
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-12,120
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-13,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-13,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-13,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-13,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-13,480
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-14,130
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-14,250
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-14,1110
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-14,170
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-14,630
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-15,30
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-15,180
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-15,420
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-15,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-15,20
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-16,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-16,20
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-16,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-16,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-16,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-17,120
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-17,30
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-17,200
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-17,80
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-17,30
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-18,90
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-18,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-18,190
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-18,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-18,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-19,40
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-19,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-19,40
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-19,20
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-19,580
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-20,50
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-20,150
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-20,5680
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-20,40
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-20,360
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-21,140
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-21,100
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-21,20
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-21,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-21,140
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-22,200
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-22,460
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-22,50
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-22,370
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-22,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-23,50
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-23,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-23,40
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-23,20
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-23,170
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-24,60
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-24,30
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-24,40
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-24,70
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-24,360
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-25,470
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-25,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-25,
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-25,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-25,90
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-26,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-26,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-26,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-26,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-26,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-27,20
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-27,90
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-27,30
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-27,40
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-27,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-28,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-28,50
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-28,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-28,60
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 5,2007-07-28,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 1,2007-07-29,10
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 2,2007-07-29,120
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 3,2007-07-29,20
Marie Curtis Park East Beach,Marie Curtis Park East Beach site 4,2007-07-29,10
